timeseries,dataType
root.DianChang.d1.sensor665,FLOAT
root.DianChang.d1.sensor666,FLOAT
root.DianChang.d1.sensor667,FLOAT
root.DianChang.d1.sensor668,FLOAT
root.DianChang.d1.sensor669,FLOAT
root.DianChang.d1.sensor670,FLOAT
root.DianChang.d1.sensor671,FLOAT
root.DianChang.d1.sensor672,FLOAT
root.DianChang.d1.sensor673,FLOAT
root.DianChang.d1.sensor674,FLOAT
root.DianChang.d1.sensor675,FLOAT
root.DianChang.d1.sensor676,FLOAT
root.DianChang.d1.sensor677,FLOAT
root.DianChang.d1.sensor678,FLOAT
root.DianChang.d1.sensor679,FLOAT
root.DianChang.d1.sensor680,FLOAT
root.DianChang.d1.sensor681,FLOAT
root.DianChang.d1.sensor682,FLOAT
root.DianChang.d1.sensor683,FLOAT
root.DianChang.d1.sensor684,FLOAT
root.DianChang.d1.sensor685,FLOAT
root.DianChang.d1.sensor686,FLOAT
root.DianChang.d1.sensor687,FLOAT
root.DianChang.d1.sensor688,FLOAT
root.DianChang.d1.sensor689,FLOAT
root.DianChang.d1.sensor690,FLOAT
root.DianChang.d1.sensor691,FLOAT
root.DianChang.d1.sensor692,FLOAT
root.DianChang.d1.sensor693,FLOAT
root.DianChang.d1.sensor694,FLOAT
root.DianChang.d1.sensor695,FLOAT
root.DianChang.d1.sensor696,FLOAT
root.DianChang.d1.sensor697,FLOAT
root.DianChang.d1.sensor698,FLOAT
root.DianChang.d1.sensor699,FLOAT
root.DianChang.d1.sensor700,FLOAT
root.DianChang.d1.sensor701,FLOAT
root.DianChang.d1.sensor702,FLOAT
root.DianChang.d1.sensor703,FLOAT
root.DianChang.d1.sensor704,FLOAT
root.DianChang.d1.sensor705,FLOAT
root.DianChang.d1.sensor706,FLOAT
root.DianChang.d1.sensor707,FLOAT
root.DianChang.d1.sensor708,FLOAT
root.DianChang.d1.sensor709,FLOAT
root.DianChang.d1.sensor710,FLOAT
root.DianChang.d1.sensor711,FLOAT
root.DianChang.d1.sensor712,FLOAT
root.DianChang.d1.sensor713,FLOAT
root.DianChang.d1.sensor714,FLOAT
root.DianChang.d1.sensor715,FLOAT
root.DianChang.d1.sensor716,FLOAT
root.DianChang.d1.sensor717,FLOAT
root.DianChang.d1.sensor718,FLOAT
root.DianChang.d1.sensor719,FLOAT
root.DianChang.d1.sensor720,FLOAT
root.DianChang.d1.sensor721,FLOAT
root.DianChang.d1.sensor722,FLOAT
root.DianChang.d1.sensor723,FLOAT
root.DianChang.d1.sensor724,FLOAT
root.DianChang.d1.sensor725,FLOAT
root.DianChang.d1.sensor726,FLOAT
root.DianChang.d1.sensor727,FLOAT
root.DianChang.d1.sensor728,FLOAT
root.DianChang.d1.sensor729,FLOAT
root.DianChang.d1.sensor730,FLOAT
root.DianChang.d1.sensor731,FLOAT
root.DianChang.d1.sensor732,FLOAT
root.DianChang.d1.sensor733,FLOAT
root.DianChang.d1.sensor734,FLOAT
root.DianChang.d1.sensor735,FLOAT
root.DianChang.d1.sensor736,FLOAT
root.DianChang.d1.sensor737,FLOAT
root.DianChang.d1.sensor738,FLOAT
root.DianChang.d1.sensor739,FLOAT
root.DianChang.d1.sensor740,FLOAT
root.DianChang.d1.sensor741,FLOAT
root.DianChang.d1.sensor742,FLOAT
root.DianChang.d1.sensor743,FLOAT
root.DianChang.d1.sensor744,FLOAT
root.DianChang.d1.sensor745,FLOAT
root.DianChang.d1.sensor746,FLOAT
root.DianChang.d1.sensor747,FLOAT
root.DianChang.d1.sensor748,FLOAT
root.DianChang.d1.sensor749,FLOAT
root.DianChang.d1.sensor750,FLOAT
root.DianChang.d1.sensor751,FLOAT
root.DianChang.d1.sensor752,FLOAT
root.DianChang.d1.sensor753,FLOAT
root.DianChang.d1.sensor754,FLOAT
root.DianChang.d1.sensor755,FLOAT
root.DianChang.d1.sensor756,FLOAT
root.DianChang.d1.sensor757,FLOAT
root.DianChang.d1.sensor758,FLOAT
root.DianChang.d1.sensor759,FLOAT
root.DianChang.d1.sensor760,FLOAT
root.DianChang.d1.sensor761,FLOAT
root.DianChang.d1.sensor762,FLOAT
root.DianChang.d1.sensor763,FLOAT
root.DianChang.d1.sensor764,FLOAT
root.DianChang.d1.sensor765,FLOAT
root.DianChang.d1.sensor766,FLOAT
root.DianChang.d1.sensor767,FLOAT
root.DianChang.d1.sensor768,FLOAT
root.DianChang.d1.sensor769,FLOAT
root.DianChang.d1.sensor770,FLOAT
root.DianChang.d1.sensor771,FLOAT
root.DianChang.d1.sensor772,FLOAT
root.DianChang.d1.sensor773,FLOAT
root.DianChang.d1.sensor774,FLOAT
root.DianChang.d1.sensor775,FLOAT
root.DianChang.d1.sensor776,FLOAT
root.DianChang.d1.sensor777,FLOAT
root.DianChang.d1.sensor778,FLOAT
root.DianChang.d1.sensor779,FLOAT
root.DianChang.d1.sensor780,FLOAT
root.DianChang.d1.sensor781,FLOAT
root.DianChang.d1.sensor782,FLOAT
root.DianChang.d1.sensor783,FLOAT
root.DianChang.d1.sensor784,FLOAT
root.DianChang.d1.sensor785,FLOAT
root.DianChang.d1.sensor786,FLOAT
root.DianChang.d1.sensor787,FLOAT
root.DianChang.d1.sensor788,FLOAT
root.DianChang.d1.sensor789,FLOAT
root.DianChang.d1.sensor790,FLOAT
root.DianChang.d1.sensor791,FLOAT
root.DianChang.d1.sensor792,FLOAT
root.DianChang.d1.sensor793,FLOAT
root.DianChang.d1.sensor794,FLOAT
root.DianChang.d1.sensor795,FLOAT
root.DianChang.d1.sensor796,FLOAT
root.DianChang.d1.sensor797,FLOAT
root.DianChang.d1.sensor798,FLOAT
root.DianChang.d1.sensor799,FLOAT
root.DianChang.d1.sensor800,FLOAT
root.DianChang.d1.sensor801,FLOAT
root.DianChang.d1.sensor802,FLOAT
root.DianChang.d1.sensor803,FLOAT
root.DianChang.d1.sensor804,FLOAT
root.DianChang.d1.sensor805,FLOAT
root.DianChang.d1.sensor806,FLOAT
root.DianChang.d1.sensor807,FLOAT
root.DianChang.d1.sensor808,FLOAT
root.DianChang.d1.sensor809,FLOAT
root.DianChang.d1.sensor810,FLOAT
root.DianChang.d1.sensor811,FLOAT
root.DianChang.d1.sensor812,FLOAT
root.DianChang.d1.sensor813,FLOAT
root.DianChang.d1.sensor814,FLOAT
root.DianChang.d1.sensor815,FLOAT
root.DianChang.d1.sensor816,FLOAT
root.DianChang.d1.sensor817,FLOAT
root.DianChang.d1.sensor818,FLOAT
root.DianChang.d1.sensor819,FLOAT
root.DianChang.d1.sensor820,FLOAT
root.DianChang.d1.sensor821,FLOAT
root.DianChang.d1.sensor822,FLOAT
root.DianChang.d1.sensor823,FLOAT
root.DianChang.d1.sensor824,FLOAT
root.DianChang.d1.sensor825,FLOAT
root.DianChang.d1.sensor826,FLOAT
root.DianChang.d1.sensor827,FLOAT
root.DianChang.d1.sensor828,FLOAT
root.DianChang.d1.sensor829,FLOAT
root.DianChang.d1.sensor830,FLOAT
root.DianChang.d1.sensor831,FLOAT
root.DianChang.d1.sensor832,FLOAT
root.DianChang.d1.sensor833,FLOAT
root.DianChang.d1.sensor834,FLOAT
root.DianChang.d1.sensor835,FLOAT
root.DianChang.d1.sensor836,FLOAT
root.DianChang.d1.sensor837,FLOAT
root.DianChang.d1.sensor838,FLOAT
root.DianChang.d1.sensor839,FLOAT
root.DianChang.d1.sensor840,FLOAT
root.DianChang.d1.sensor841,FLOAT
root.DianChang.d1.sensor842,FLOAT
root.DianChang.d1.sensor843,FLOAT
root.DianChang.d1.sensor844,FLOAT
root.DianChang.d1.sensor845,FLOAT
root.DianChang.d1.sensor846,FLOAT
root.DianChang.d1.sensor847,FLOAT
root.DianChang.d1.sensor848,FLOAT
root.DianChang.d1.sensor849,FLOAT
root.DianChang.d1.sensor850,FLOAT
root.DianChang.d1.sensor851,FLOAT
root.DianChang.d1.sensor852,FLOAT
root.DianChang.d1.sensor853,FLOAT
root.DianChang.d1.sensor854,FLOAT
root.DianChang.d1.sensor855,FLOAT
root.DianChang.d1.sensor856,FLOAT
root.DianChang.d1.sensor857,FLOAT
root.DianChang.d1.sensor858,FLOAT
root.DianChang.d1.sensor859,FLOAT
root.DianChang.d1.sensor860,FLOAT
root.DianChang.d1.sensor861,FLOAT
root.DianChang.d1.sensor862,FLOAT
root.DianChang.d1.sensor863,FLOAT
root.DianChang.d1.sensor864,FLOAT
root.DianChang.d1.sensor865,FLOAT
root.DianChang.d1.sensor866,FLOAT
root.DianChang.d1.sensor867,FLOAT
root.DianChang.d1.sensor868,FLOAT
root.DianChang.d1.sensor869,FLOAT
root.DianChang.d1.sensor870,FLOAT
root.DianChang.d1.sensor871,FLOAT
root.DianChang.d1.sensor872,FLOAT
root.DianChang.d1.sensor873,FLOAT
root.DianChang.d1.sensor874,FLOAT
root.DianChang.d1.sensor875,FLOAT
root.DianChang.d1.sensor876,FLOAT
root.DianChang.d1.sensor877,FLOAT
root.DianChang.d1.sensor878,FLOAT
root.DianChang.d1.sensor879,FLOAT
root.DianChang.d1.sensor880,FLOAT
root.DianChang.d1.sensor881,FLOAT
root.DianChang.d1.sensor882,FLOAT
root.DianChang.d1.sensor883,FLOAT
root.DianChang.d1.sensor884,FLOAT
root.DianChang.d1.sensor885,FLOAT
root.DianChang.d1.sensor886,FLOAT
root.DianChang.d1.sensor887,FLOAT
root.DianChang.d1.sensor888,FLOAT
root.DianChang.d1.sensor889,FLOAT
root.DianChang.d1.sensor890,FLOAT
root.DianChang.d1.sensor891,FLOAT
root.DianChang.d1.sensor892,FLOAT
root.DianChang.d1.sensor893,FLOAT
root.DianChang.d1.sensor894,FLOAT
root.DianChang.d1.sensor895,FLOAT
root.DianChang.d1.sensor896,FLOAT
root.DianChang.d1.sensor897,FLOAT
root.DianChang.d1.sensor898,FLOAT
root.DianChang.d1.sensor899,FLOAT
root.DianChang.d1.sensor900,FLOAT
root.DianChang.d1.sensor901,FLOAT
root.DianChang.d1.sensor902,FLOAT
root.DianChang.d1.sensor903,FLOAT
root.DianChang.d1.sensor904,FLOAT
root.DianChang.d1.sensor905,FLOAT
root.DianChang.d1.sensor906,FLOAT
root.DianChang.d1.sensor907,FLOAT
root.DianChang.d1.sensor908,FLOAT
root.DianChang.d1.sensor909,FLOAT
root.DianChang.d1.sensor910,FLOAT
root.DianChang.d1.sensor911,FLOAT
root.DianChang.d1.sensor912,FLOAT
root.DianChang.d1.sensor913,FLOAT
root.DianChang.d1.sensor914,FLOAT
root.DianChang.d1.sensor915,FLOAT
root.DianChang.d1.sensor916,FLOAT
root.DianChang.d1.sensor917,FLOAT
root.DianChang.d1.sensor918,FLOAT
root.DianChang.d1.sensor919,FLOAT
root.DianChang.d1.sensor920,FLOAT
root.DianChang.d1.sensor921,FLOAT
root.DianChang.d1.sensor922,FLOAT
root.DianChang.d1.sensor923,FLOAT
root.DianChang.d1.sensor924,FLOAT
root.DianChang.d1.sensor925,FLOAT
root.DianChang.d1.sensor926,FLOAT
root.DianChang.d1.sensor927,FLOAT
root.DianChang.d1.sensor928,FLOAT
root.DianChang.d1.sensor929,FLOAT
root.DianChang.d1.sensor930,FLOAT
root.DianChang.d1.sensor931,FLOAT
root.DianChang.d1.sensor932,FLOAT
root.DianChang.d1.sensor933,FLOAT
root.DianChang.d1.sensor934,FLOAT
root.DianChang.d1.sensor935,FLOAT
root.DianChang.d1.sensor936,FLOAT
root.DianChang.d1.sensor937,FLOAT
root.DianChang.d1.sensor938,FLOAT
root.DianChang.d1.sensor939,FLOAT
root.DianChang.d1.sensor940,FLOAT
root.DianChang.d1.sensor941,FLOAT
root.DianChang.d1.sensor942,FLOAT
root.DianChang.d1.sensor943,FLOAT
root.DianChang.d1.sensor944,FLOAT
root.DianChang.d1.sensor945,FLOAT
root.DianChang.d1.sensor946,FLOAT
root.DianChang.d1.sensor947,FLOAT
root.DianChang.d1.sensor948,FLOAT
root.DianChang.d1.sensor949,FLOAT
root.DianChang.d1.sensor950,FLOAT
root.DianChang.d1.sensor951,FLOAT
root.DianChang.d1.sensor952,FLOAT
root.DianChang.d1.sensor953,FLOAT
root.DianChang.d1.sensor954,FLOAT
root.DianChang.d1.sensor955,FLOAT
root.DianChang.d1.sensor956,FLOAT
root.DianChang.d1.sensor957,FLOAT
root.DianChang.d1.sensor958,FLOAT
root.DianChang.d1.sensor959,FLOAT
root.DianChang.d1.sensor960,FLOAT
root.DianChang.d1.sensor961,FLOAT
root.DianChang.d1.sensor962,FLOAT
root.DianChang.d1.sensor963,FLOAT
root.DianChang.d1.sensor964,FLOAT
root.DianChang.d1.sensor965,FLOAT
root.DianChang.d1.sensor966,FLOAT
root.DianChang.d1.sensor967,FLOAT
root.DianChang.d1.sensor968,FLOAT
root.DianChang.d1.sensor969,FLOAT
root.DianChang.d1.sensor970,FLOAT
root.DianChang.d1.sensor971,FLOAT
root.DianChang.d1.sensor972,FLOAT
root.DianChang.d1.sensor973,FLOAT
root.DianChang.d1.sensor974,FLOAT
root.DianChang.d1.sensor975,FLOAT
root.DianChang.d1.sensor976,FLOAT
root.DianChang.d1.sensor977,FLOAT
root.DianChang.d1.sensor978,FLOAT
root.DianChang.d1.sensor979,FLOAT
root.DianChang.d1.sensor980,FLOAT
root.DianChang.d1.sensor981,FLOAT
root.DianChang.d1.sensor982,FLOAT
root.DianChang.d1.sensor983,FLOAT
root.DianChang.d1.sensor984,FLOAT
root.DianChang.d1.sensor985,FLOAT
root.DianChang.d1.sensor986,FLOAT
root.DianChang.d1.sensor987,FLOAT
root.DianChang.d1.sensor988,FLOAT
root.DianChang.d1.sensor989,FLOAT
root.DianChang.d1.sensor990,FLOAT
root.DianChang.d1.sensor991,FLOAT
root.DianChang.d1.sensor992,FLOAT
root.DianChang.d1.sensor993,FLOAT
root.DianChang.d1.sensor994,FLOAT
root.DianChang.d1.sensor995,FLOAT
root.DianChang.d1.sensor996,FLOAT
root.DianChang.d1.sensor997,FLOAT
root.DianChang.d1.sensor998,FLOAT
root.DianChang.d1.sensor999,FLOAT
root.DianChang.d1.sensor1000,FLOAT
root.DianChang.d2.sensor1,FLOAT
root.DianChang.d2.sensor2,FLOAT
root.DianChang.d2.sensor3,FLOAT
root.DianChang.d2.sensor4,FLOAT
root.DianChang.d2.sensor5,FLOAT
root.DianChang.d2.sensor6,FLOAT
root.DianChang.d2.sensor7,FLOAT
root.DianChang.d2.sensor8,FLOAT
root.DianChang.d2.sensor9,FLOAT
root.DianChang.d2.sensor10,FLOAT
root.DianChang.d2.sensor11,FLOAT
root.DianChang.d2.sensor12,FLOAT
root.DianChang.d2.sensor13,FLOAT
root.DianChang.d2.sensor14,FLOAT
root.DianChang.d2.sensor15,FLOAT
root.DianChang.d2.sensor16,FLOAT
root.DianChang.d2.sensor17,FLOAT
root.DianChang.d2.sensor18,FLOAT
root.DianChang.d2.sensor19,FLOAT
root.DianChang.d2.sensor20,FLOAT
root.DianChang.d2.sensor21,FLOAT
root.DianChang.d2.sensor22,FLOAT
root.DianChang.d2.sensor23,FLOAT
root.DianChang.d2.sensor24,FLOAT
root.DianChang.d2.sensor25,FLOAT
root.DianChang.d2.sensor26,FLOAT
root.DianChang.d2.sensor27,FLOAT
root.DianChang.d2.sensor28,FLOAT
root.DianChang.d2.sensor29,FLOAT
root.DianChang.d2.sensor30,FLOAT
root.DianChang.d2.sensor31,FLOAT
root.DianChang.d2.sensor32,FLOAT
root.DianChang.d2.sensor33,FLOAT
root.DianChang.d2.sensor34,FLOAT
root.DianChang.d2.sensor35,FLOAT
root.DianChang.d2.sensor36,FLOAT
root.DianChang.d2.sensor37,FLOAT
root.DianChang.d2.sensor38,FLOAT
root.DianChang.d2.sensor39,FLOAT
root.DianChang.d2.sensor40,FLOAT
root.DianChang.d2.sensor41,FLOAT
root.DianChang.d2.sensor42,FLOAT
root.DianChang.d2.sensor43,FLOAT
root.DianChang.d2.sensor44,FLOAT
root.DianChang.d2.sensor45,FLOAT
root.DianChang.d2.sensor46,FLOAT
root.DianChang.d2.sensor47,FLOAT
root.DianChang.d2.sensor48,FLOAT
root.DianChang.d2.sensor49,FLOAT
root.DianChang.d2.sensor50,FLOAT
root.DianChang.d2.sensor51,FLOAT
root.DianChang.d2.sensor52,FLOAT
root.DianChang.d2.sensor53,FLOAT
root.DianChang.d2.sensor54,FLOAT
root.DianChang.d2.sensor55,FLOAT
root.DianChang.d2.sensor56,FLOAT
root.DianChang.d2.sensor57,FLOAT
root.DianChang.d2.sensor58,FLOAT
root.DianChang.d2.sensor59,FLOAT
root.DianChang.d2.sensor60,FLOAT
root.DianChang.d2.sensor61,FLOAT
root.DianChang.d2.sensor62,FLOAT
root.DianChang.d2.sensor63,FLOAT
root.DianChang.d2.sensor64,FLOAT
root.DianChang.d2.sensor65,FLOAT
root.DianChang.d2.sensor66,FLOAT
root.DianChang.d2.sensor67,FLOAT
root.DianChang.d2.sensor68,FLOAT
root.DianChang.d2.sensor69,FLOAT
root.DianChang.d2.sensor70,FLOAT
root.DianChang.d2.sensor71,FLOAT
root.DianChang.d2.sensor72,FLOAT
root.DianChang.d2.sensor73,FLOAT
root.DianChang.d2.sensor74,FLOAT
root.DianChang.d2.sensor75,FLOAT
root.DianChang.d2.sensor76,FLOAT
root.DianChang.d2.sensor77,FLOAT
root.DianChang.d2.sensor78,FLOAT
root.DianChang.d2.sensor79,FLOAT
root.DianChang.d2.sensor80,FLOAT
root.DianChang.d2.sensor81,FLOAT
root.DianChang.d2.sensor82,FLOAT
root.DianChang.d2.sensor83,FLOAT
root.DianChang.d2.sensor84,FLOAT
root.DianChang.d2.sensor85,FLOAT
root.DianChang.d2.sensor86,FLOAT
root.DianChang.d2.sensor87,FLOAT
root.DianChang.d2.sensor88,FLOAT
root.DianChang.d2.sensor89,FLOAT
root.DianChang.d2.sensor90,FLOAT
root.DianChang.d2.sensor91,FLOAT
root.DianChang.d2.sensor92,FLOAT
root.DianChang.d2.sensor93,FLOAT
root.DianChang.d2.sensor94,FLOAT
root.DianChang.d2.sensor95,FLOAT
root.DianChang.d2.sensor96,FLOAT
root.DianChang.d2.sensor97,FLOAT
root.DianChang.d2.sensor98,FLOAT
root.DianChang.d2.sensor99,FLOAT
root.DianChang.d2.sensor100,FLOAT
root.DianChang.d2.sensor101,FLOAT
root.DianChang.d2.sensor102,FLOAT
root.DianChang.d2.sensor103,FLOAT
root.DianChang.d2.sensor104,FLOAT
root.DianChang.d2.sensor105,FLOAT
root.DianChang.d2.sensor106,FLOAT
root.DianChang.d2.sensor107,FLOAT
root.DianChang.d2.sensor108,FLOAT
root.DianChang.d2.sensor109,FLOAT
root.DianChang.d2.sensor110,FLOAT
root.DianChang.d2.sensor111,FLOAT
root.DianChang.d2.sensor112,FLOAT
root.DianChang.d2.sensor113,FLOAT
root.DianChang.d2.sensor114,FLOAT
root.DianChang.d2.sensor115,FLOAT
root.DianChang.d2.sensor116,FLOAT
root.DianChang.d2.sensor117,FLOAT
root.DianChang.d2.sensor118,FLOAT
root.DianChang.d2.sensor119,FLOAT
root.DianChang.d2.sensor120,FLOAT
root.DianChang.d2.sensor121,FLOAT
root.DianChang.d2.sensor122,FLOAT
root.DianChang.d2.sensor123,FLOAT
root.DianChang.d2.sensor124,FLOAT
root.DianChang.d2.sensor125,FLOAT
root.DianChang.d2.sensor126,FLOAT
root.DianChang.d2.sensor127,FLOAT
root.DianChang.d2.sensor128,FLOAT
root.DianChang.d2.sensor129,FLOAT
root.DianChang.d2.sensor130,FLOAT
root.DianChang.d2.sensor131,FLOAT
root.DianChang.d2.sensor132,FLOAT
root.DianChang.d2.sensor133,FLOAT
root.DianChang.d2.sensor134,FLOAT
root.DianChang.d2.sensor135,FLOAT
root.DianChang.d2.sensor136,FLOAT
root.DianChang.d2.sensor137,FLOAT
root.DianChang.d2.sensor138,FLOAT
root.DianChang.d2.sensor139,FLOAT
root.DianChang.d2.sensor140,FLOAT
root.DianChang.d2.sensor141,FLOAT
root.DianChang.d2.sensor142,FLOAT
root.DianChang.d2.sensor143,FLOAT
root.DianChang.d2.sensor144,FLOAT
root.DianChang.d2.sensor145,FLOAT
root.DianChang.d2.sensor146,FLOAT
root.DianChang.d2.sensor147,FLOAT
root.DianChang.d2.sensor148,FLOAT
root.DianChang.d2.sensor149,FLOAT
root.DianChang.d2.sensor150,FLOAT
root.DianChang.d2.sensor151,FLOAT
root.DianChang.d2.sensor152,FLOAT
root.DianChang.d2.sensor153,FLOAT
root.DianChang.d2.sensor154,FLOAT
root.DianChang.d2.sensor155,FLOAT
root.DianChang.d2.sensor156,FLOAT
root.DianChang.d2.sensor157,FLOAT
root.DianChang.d2.sensor158,FLOAT
root.DianChang.d2.sensor159,FLOAT
root.DianChang.d2.sensor160,FLOAT
root.DianChang.d2.sensor161,FLOAT
root.DianChang.d2.sensor162,FLOAT
root.DianChang.d2.sensor163,FLOAT
root.DianChang.d2.sensor164,FLOAT
root.DianChang.d2.sensor165,FLOAT
root.DianChang.d2.sensor166,FLOAT
root.DianChang.d2.sensor167,FLOAT
root.DianChang.d2.sensor168,FLOAT
root.DianChang.d2.sensor169,FLOAT
root.DianChang.d2.sensor170,FLOAT
root.DianChang.d2.sensor171,FLOAT
root.DianChang.d2.sensor172,FLOAT
root.DianChang.d2.sensor173,FLOAT
root.DianChang.d2.sensor174,FLOAT
root.DianChang.d2.sensor175,FLOAT
root.DianChang.d2.sensor176,FLOAT
root.DianChang.d2.sensor177,FLOAT
root.DianChang.d2.sensor178,FLOAT
root.DianChang.d2.sensor179,FLOAT
root.DianChang.d2.sensor180,FLOAT
root.DianChang.d2.sensor181,FLOAT
root.DianChang.d2.sensor182,FLOAT
root.DianChang.d2.sensor183,FLOAT
root.DianChang.d2.sensor184,FLOAT
root.DianChang.d2.sensor185,FLOAT
root.DianChang.d2.sensor186,FLOAT
root.DianChang.d2.sensor187,FLOAT
root.DianChang.d2.sensor188,FLOAT
root.DianChang.d2.sensor189,FLOAT
root.DianChang.d2.sensor190,FLOAT
root.DianChang.d2.sensor191,FLOAT
root.DianChang.d2.sensor192,FLOAT
root.DianChang.d2.sensor193,FLOAT
root.DianChang.d2.sensor194,FLOAT
root.DianChang.d2.sensor195,FLOAT
root.DianChang.d2.sensor196,FLOAT
root.DianChang.d2.sensor197,FLOAT
root.DianChang.d2.sensor198,FLOAT
root.DianChang.d2.sensor199,FLOAT
root.DianChang.d2.sensor200,FLOAT
root.DianChang.d2.sensor201,FLOAT
root.DianChang.d2.sensor202,FLOAT
root.DianChang.d2.sensor203,FLOAT
root.DianChang.d2.sensor204,FLOAT
root.DianChang.d2.sensor205,FLOAT
root.DianChang.d2.sensor206,FLOAT
root.DianChang.d2.sensor207,FLOAT
root.DianChang.d2.sensor208,FLOAT
root.DianChang.d2.sensor209,FLOAT
root.DianChang.d2.sensor210,FLOAT
root.DianChang.d2.sensor211,FLOAT
root.DianChang.d2.sensor212,FLOAT
root.DianChang.d2.sensor213,FLOAT
root.DianChang.d2.sensor214,FLOAT
root.DianChang.d2.sensor215,FLOAT
root.DianChang.d2.sensor216,FLOAT
root.DianChang.d2.sensor217,FLOAT
root.DianChang.d2.sensor218,FLOAT
root.DianChang.d2.sensor219,FLOAT
root.DianChang.d2.sensor220,FLOAT
root.DianChang.d2.sensor221,FLOAT
root.DianChang.d2.sensor222,FLOAT
root.DianChang.d2.sensor223,FLOAT
root.DianChang.d2.sensor224,FLOAT
root.DianChang.d2.sensor225,FLOAT
root.DianChang.d2.sensor226,FLOAT
root.DianChang.d2.sensor227,FLOAT
root.DianChang.d2.sensor228,FLOAT
root.DianChang.d2.sensor229,FLOAT
root.DianChang.d2.sensor230,FLOAT
root.DianChang.d2.sensor231,FLOAT
root.DianChang.d2.sensor232,FLOAT
root.DianChang.d2.sensor233,FLOAT
root.DianChang.d2.sensor234,FLOAT
root.DianChang.d2.sensor235,FLOAT
root.DianChang.d2.sensor236,FLOAT
root.DianChang.d2.sensor237,FLOAT
root.DianChang.d2.sensor238,FLOAT
root.DianChang.d2.sensor239,FLOAT
root.DianChang.d2.sensor240,FLOAT
root.DianChang.d2.sensor241,FLOAT
root.DianChang.d2.sensor242,FLOAT
root.DianChang.d2.sensor243,FLOAT
root.DianChang.d2.sensor244,FLOAT
root.DianChang.d2.sensor245,FLOAT
root.DianChang.d2.sensor246,FLOAT
root.DianChang.d2.sensor247,FLOAT
root.DianChang.d2.sensor248,FLOAT
root.DianChang.d2.sensor249,FLOAT
root.DianChang.d2.sensor250,FLOAT
root.DianChang.d2.sensor251,FLOAT
root.DianChang.d2.sensor252,FLOAT
root.DianChang.d2.sensor253,FLOAT
root.DianChang.d2.sensor254,FLOAT
root.DianChang.d2.sensor255,FLOAT
root.DianChang.d2.sensor256,FLOAT
root.DianChang.d2.sensor257,FLOAT
root.DianChang.d2.sensor258,FLOAT
root.DianChang.d2.sensor259,FLOAT
root.DianChang.d2.sensor260,FLOAT
root.DianChang.d2.sensor261,FLOAT
root.DianChang.d2.sensor262,FLOAT
root.DianChang.d2.sensor263,FLOAT
root.DianChang.d2.sensor264,FLOAT
root.DianChang.d2.sensor265,FLOAT
root.DianChang.d2.sensor266,FLOAT
root.DianChang.d2.sensor267,FLOAT
root.DianChang.d2.sensor268,FLOAT
root.DianChang.d2.sensor269,FLOAT
root.DianChang.d2.sensor270,FLOAT
root.DianChang.d2.sensor271,FLOAT
root.DianChang.d2.sensor272,FLOAT
root.DianChang.d2.sensor273,FLOAT
root.DianChang.d2.sensor274,FLOAT
root.DianChang.d2.sensor275,FLOAT
root.DianChang.d2.sensor276,FLOAT
root.DianChang.d2.sensor277,FLOAT
root.DianChang.d2.sensor278,FLOAT
root.DianChang.d2.sensor279,FLOAT
root.DianChang.d2.sensor280,FLOAT
root.DianChang.d2.sensor281,FLOAT
root.DianChang.d2.sensor282,FLOAT
root.DianChang.d2.sensor283,FLOAT
root.DianChang.d2.sensor284,FLOAT
root.DianChang.d2.sensor285,FLOAT
root.DianChang.d2.sensor286,FLOAT
root.DianChang.d2.sensor287,FLOAT
root.DianChang.d2.sensor288,FLOAT
root.DianChang.d2.sensor289,FLOAT
root.DianChang.d2.sensor290,FLOAT
root.DianChang.d2.sensor291,FLOAT
root.DianChang.d2.sensor292,FLOAT
root.DianChang.d2.sensor293,FLOAT
root.DianChang.d2.sensor294,FLOAT
root.DianChang.d2.sensor295,FLOAT
root.DianChang.d2.sensor296,FLOAT
root.DianChang.d2.sensor297,FLOAT
root.DianChang.d2.sensor298,FLOAT
root.DianChang.d2.sensor299,FLOAT
root.DianChang.d2.sensor300,FLOAT
root.DianChang.d2.sensor301,FLOAT
root.DianChang.d2.sensor302,FLOAT
root.DianChang.d2.sensor303,FLOAT
root.DianChang.d2.sensor304,FLOAT
root.DianChang.d2.sensor305,FLOAT
root.DianChang.d2.sensor306,FLOAT
root.DianChang.d2.sensor307,FLOAT
root.DianChang.d2.sensor308,FLOAT
root.DianChang.d2.sensor309,FLOAT
root.DianChang.d2.sensor310,FLOAT
root.DianChang.d2.sensor311,FLOAT
root.DianChang.d2.sensor312,FLOAT
root.DianChang.d2.sensor313,FLOAT
root.DianChang.d2.sensor314,FLOAT
root.DianChang.d2.sensor315,FLOAT
root.DianChang.d2.sensor316,FLOAT
root.DianChang.d2.sensor317,FLOAT
root.DianChang.d2.sensor318,FLOAT
root.DianChang.d2.sensor319,FLOAT
root.DianChang.d2.sensor320,FLOAT
root.DianChang.d2.sensor321,FLOAT
root.DianChang.d2.sensor322,FLOAT
root.DianChang.d2.sensor323,FLOAT
root.DianChang.d2.sensor324,FLOAT
root.DianChang.d2.sensor325,FLOAT
root.DianChang.d2.sensor326,FLOAT
root.DianChang.d2.sensor327,FLOAT
root.DianChang.d2.sensor328,FLOAT
root.DianChang.d2.sensor329,FLOAT
root.DianChang.d2.sensor330,FLOAT
